pincode,area,district,state,region_type,fdh_id,mst_id,olt_id,serviceable,max_speed_available_mbps
445304,Zari Jamni,Yavatmal,Maharashtra,suburban,FDH-07760,MST-07760,OLT-07760,True,200
445305,Ghatanji,Yavatmal,Maharashtra,rural,FDH-07761,MST-07761,OLT-07761,False,50
445306,Ghatanji,Yavatmal,Maharashtra,suburban,FDH-07762,MST-07762,OLT-07762,True,50
445307,Wani,Yavatmal,Maharashtra,urban,FDH-07763,MST-07763,OLT-07763,True,1000
445308,Ralegaon,Yavatmal,Maharashtra,rural,FDH-07764,MST-07764,OLT-07764,False,50
445309,Rajur,Yavatmal,Maharashtra,rural,FDH-07765,MST-07765,OLT-07765,True,50
445319,Mukutban,Yavatmal,Maharashtra,urban,FDH-07766,MST-07766,OLT-07766,True,1000
445323,Kelapur,Yavatmal,Maharashtra,rural,FDH-07767,MST-07767,OLT-07767,False,50
445401,Kalamb,Yavatmal,Maharashtra,rural,FDH-07768,MST-07768,OLT-07768,False,50
445402,Ralegaon,Yavatmal,Maharashtra,suburban,FDH-07769,MST-07769,OLT-07769,True,50
450001,Khandwa,Khandwa,Madhya Pradesh,urban,FDH-07770,MST-07770,OLT-07770,True,200
450051,Khandwa,Khandwa,Madhya Pradesh,urban,FDH-07771,MST-07771,OLT-07771,True,100
450110,Harsud,Khandwa,Madhya Pradesh,rural,FDH-07772,MST-07772,OLT-07772,True,50
450112,Khandwa,Khandwa,Madhya Pradesh,urban,FDH-07773,MST-07773,OLT-07773,False,1000
450114,Khandwa,Khandwa,Madhya Pradesh,urban,FDH-07774,MST-07774,OLT-07774,True,200
450116,Harsud,Khandwa,Madhya Pradesh,suburban,FDH-07775,MST-07775,OLT-07775,True,100
450117,Harsud,Khandwa,Madhya Pradesh,rural,FDH-07776,MST-07776,OLT-07776,False,100
450119,Khandwa,Khandwa,Madhya Pradesh,urban,FDH-07777,MST-07777,OLT-07777,True,500
450221,Nepanagar,Burhanpur,Madhya Pradesh,rural,FDH-07778,MST-07778,OLT-07778,True,50
450331,Nepanagar,Burhanpur,Madhya Pradesh,rural,FDH-07779,MST-07779,OLT-07779,False,50
450332,Khaknar,Burhanpur,Madhya Pradesh,suburban,FDH-07780,MST-07780,OLT-07780,False,200
450337,Pandhana,Khandwa,Madhya Pradesh,rural,FDH-07781,MST-07781,OLT-07781,False,100
450445,Burhanpur,Burhanpur,Madhya Pradesh,suburban,FDH-07782,MST-07782,OLT-07782,True,500
450551,Khandwa,Khandwa,Madhya Pradesh,urban,FDH-07783,MST-07783,OLT-07783,True,500
450554,Khandwa,Khandwa,Madhya Pradesh,suburban,FDH-07784,MST-07784,OLT-07784,True,200
450661,Pandhana,Khandwa,Madhya Pradesh,rural,FDH-07785,MST-07785,OLT-07785,False,200
450771,Khandwa,Khandwa,Madhya Pradesh,urban,FDH-07786,MST-07786,OLT-07786,True,500
450881,Khandwa,Khandwa,Madhya Pradesh,suburban,FDH-07787,MST-07787,OLT-07787,True,100
450991,Khandwa,Khandwa,Madhya Pradesh,suburban,FDH-07788,MST-07788,OLT-07788,True,500
451001,Khargone,Khargone,Madhya Pradesh,urban,FDH-07789,MST-07789,OLT-07789,True,1000
451111,Barwaha,Khargone,Madhya Pradesh,urban,FDH-07790,MST-07790,OLT-07790,True,500
451113,Bhikangaon,Khargone,Madhya Pradesh,rural,FDH-07791,MST-07791,OLT-07791,False,50
451115,Barwaha,Khargone,Madhya Pradesh,suburban,FDH-07792,MST-07792,OLT-07792,True,100
451220,Barwaha,Khargone,Madhya Pradesh,suburban,FDH-07793,MST-07793,OLT-07793,True,100
451221,Maheshwar,Khargone,Madhya Pradesh,urban,FDH-07794,MST-07794,OLT-07794,True,1000
451224,Maheshwar,Khargone,Madhya Pradesh,urban,FDH-07795,MST-07795,OLT-07795,True,1000
451225,Maheshwar,Khargone,Madhya Pradesh,suburban,FDH-07796,MST-07796,OLT-07796,True,200
451228,Kasrawad,Khargone,Madhya Pradesh,suburban,FDH-07797,MST-07797,OLT-07797,True,200
451331,Bhikangaon,Khargone,Madhya Pradesh,suburban,FDH-07798,MST-07798,OLT-07798,False,200
451332,Jhiranya,Khargone,Madhya Pradesh,urban,FDH-07799,MST-07799,OLT-07799,True,200
451335,Bhikangaon,Khargone,Madhya Pradesh,rural,FDH-07800,MST-07800,OLT-07800,False,200
451337,Bamnala,Khargone West nimar,Madhya Pradesh,rural,FDH-07801,MST-07801,OLT-07801,False,50
451440,Segaon,Khargone,Madhya Pradesh,rural,FDH-07802,MST-07802,OLT-07802,False,50
451441,Bhagwanpura,Khargone,Madhya Pradesh,rural,FDH-07803,MST-07803,OLT-07803,False,500
451442,Rajpur,Khargone,Madhya Pradesh,urban,FDH-07804,MST-07804,OLT-07804,True,500
451443,Barud (tanda),Khargone West nimar,Madhya Pradesh,rural,FDH-07805,MST-07805,OLT-07805,False,500
451444,Bhagwanpura,Khargone West nimar,Madhya Pradesh,rural,FDH-07806,MST-07806,OLT-07806,False,100
451447,Thikari,Barwani,Madhya Pradesh,rural,FDH-07807,MST-07807,OLT-07807,False,50
451449,Thikari,Barwani,Madhya Pradesh,suburban,FDH-07808,MST-07808,OLT-07808,True,200
451551,Barwani,Barwani,Madhya Pradesh,urban,FDH-07809,MST-07809,OLT-07809,True,500
451556,Anjad,Barwani,Madhya Pradesh,suburban,FDH-07810,MST-07810,OLT-07810,False,500
451660,Kasrawad,Khargone,Madhya Pradesh,suburban,FDH-07811,MST-07811,OLT-07811,True,50
451661,Pati,Barwani,Madhya Pradesh,urban,FDH-07812,MST-07812,OLT-07812,True,500
451666,Sendhwa,Barwani,Madhya Pradesh,rural,FDH-07813,MST-07813,OLT-07813,False,100
451667,Niwali,Barwani,Madhya Pradesh,rural,FDH-07814,MST-07814,OLT-07814,False,50
451770,Pansemal,Barwani,Madhya Pradesh,rural,FDH-07815,MST-07815,OLT-07815,False,100
451881,Pansemal,Barwani,Madhya Pradesh,rural,FDH-07816,MST-07816,OLT-07816,False,50
452001,Indore,Indore,Madhya Pradesh,urban,FDH-07817,MST-07817,OLT-07817,True,50
452002,Indore,Indore,Madhya Pradesh,urban,FDH-07818,MST-07818,OLT-07818,True,500
452003,Indore,Indore,Madhya Pradesh,urban,FDH-07819,MST-07819,OLT-07819,True,500
452005,Indore,Indore,Madhya Pradesh,urban,FDH-07820,MST-07820,OLT-07820,True,1000
452006,Indore,Indore,Madhya Pradesh,urban,FDH-07821,MST-07821,OLT-07821,True,100
452007,Indore,Indore,Madhya Pradesh,urban,FDH-07822,MST-07822,OLT-07822,True,500
452008,Indore R.s.s.nagar,Indore,Madhya Pradesh,urban,FDH-07823,MST-07823,OLT-07823,True,1000
452009,Indore,Indore,Madhya Pradesh,urban,FDH-07824,MST-07824,OLT-07824,False,500
452010,Indore,Indore,Madhya Pradesh,urban,FDH-07825,MST-07825,OLT-07825,True,1000
452011,Indore,Indore,Madhya Pradesh,urban,FDH-07826,MST-07826,OLT-07826,True,500
452012,Indore,Indore,Madhya Pradesh,urban,FDH-07827,MST-07827,OLT-07827,True,500
452013,Indore,Indore,Madhya Pradesh,urban,FDH-07828,MST-07828,OLT-07828,True,1000
452014,Indore,Indore,Madhya Pradesh,urban,FDH-07829,MST-07829,OLT-07829,False,500
452015,Indore,Indore,Madhya Pradesh,urban,FDH-07830,MST-07830,OLT-07830,True,1000
452016,Indore,Indore,Madhya Pradesh,urban,FDH-07831,MST-07831,OLT-07831,True,500
452018,Indore,Indore,Madhya Pradesh,urban,FDH-07832,MST-07832,OLT-07832,False,200
452020,Indore,Indore,Madhya Pradesh,urban,FDH-07833,MST-07833,OLT-07833,True,100
453001,Depalpur,Indore,Madhya Pradesh,urban,FDH-07834,MST-07834,OLT-07834,False,1000
453111,Depalpur,Indore,Madhya Pradesh,urban,FDH-07835,MST-07835,OLT-07835,True,1000
453112,Depalpur,Indore,Madhya Pradesh,urban,FDH-07836,MST-07836,OLT-07836,True,500
453115,Depalpur,Indore,Madhya Pradesh,urban,FDH-07837,MST-07837,OLT-07837,True,500
453220,Depalpur,Indore,Madhya Pradesh,urban,FDH-07838,MST-07838,OLT-07838,True,1000
453236,Fc Ganj,Indore,Madhya Pradesh,urban,FDH-07839,MST-07839,OLT-07839,True,500
453331,Mhow,Indore,Madhya Pradesh,urban,FDH-07840,MST-07840,OLT-07840,True,500
453332,Sonway Bhensolay audygik kshet,Indore,Madhya Pradesh,urban,FDH-07841,MST-07841,OLT-07841,True,500
453441,Mhow,Indore,Madhya Pradesh,urban,FDH-07842,MST-07842,OLT-07842,True,500
453446,Mhow,Indore,Madhya Pradesh,urban,FDH-07843,MST-07843,OLT-07843,True,500
453551,Sanwer,Indore,Madhya Pradesh,urban,FDH-07844,MST-07844,OLT-07844,True,200
453555,Sanwer,Indore,Madhya Pradesh,urban,FDH-07845,MST-07845,OLT-07845,True,500
453556,Indore,Indore,Madhya Pradesh,urban,FDH-07846,MST-07846,OLT-07846,True,1000
453661,Mhow,Indore,Madhya Pradesh,urban,FDH-07847,MST-07847,OLT-07847,True,200
453771,Indore,Indore,Madhya Pradesh,urban,FDH-07848,MST-07848,OLT-07848,True,50
454001,Dhar,Dhar,Madhya Pradesh,urban,FDH-07849,MST-07849,OLT-07849,True,500
454010,Dhar,Dhar,Madhya Pradesh,urban,FDH-07850,MST-07850,OLT-07850,True,1000
454020,Bachanpur,Dhar,Madhya Pradesh,rural,FDH-07851,MST-07851,OLT-07851,True,50
454111,Sardarpur,Dhar,Madhya Pradesh,rural,FDH-07852,MST-07852,OLT-07852,False,200
454116,Sardarpur,Dhar,Madhya Pradesh,suburban,FDH-07853,MST-07853,OLT-07853,True,100
454221,Kukshai,Dhar,Madhya Pradesh,suburban,FDH-07854,MST-07854,OLT-07854,True,50
454331,Kukshi,Dhar,Madhya Pradesh,rural,FDH-07855,MST-07855,OLT-07855,False,200
454335,Kukshi,Dhar,Madhya Pradesh,rural,FDH-07856,MST-07856,OLT-07856,False,1000
454345,Singhana,Dhar,Madhya Pradesh,urban,FDH-07857,MST-07857,OLT-07857,True,200
454350,Gandhwani,Dhar,Madhya Pradesh,rural,FDH-07858,MST-07858,OLT-07858,False,100
454365,Dahi,Dhar,Madhya Pradesh,rural,FDH-07859,MST-07859,OLT-07859,True,50
454435,Bhavria,Dhar,Madhya Pradesh,suburban,FDH-07860,MST-07860,OLT-07860,True,200
454441,Sardarpur,Dhar,Madhya Pradesh,suburban,FDH-07861,MST-07861,OLT-07861,True,100
454446,Manawar,Dhar,Madhya Pradesh,urban,FDH-07862,MST-07862,OLT-07862,True,1000
454448,Bakaner,Dhar,Madhya Pradesh,rural,FDH-07863,MST-07863,OLT-07863,False,500
454449,Dharampuri,Dhar,Madhya Pradesh,urban,FDH-07864,MST-07864,OLT-07864,False,500
454552,Dharampuri,Dhar,Madhya Pradesh,rural,FDH-07865,MST-07865,OLT-07865,True,1000
454648,Rajod,Dhar,Madhya Pradesh,urban,FDH-07866,MST-07866,OLT-07866,True,200
454660,Badnawar,Dhar,Madhya Pradesh,rural,FDH-07867,MST-07867,OLT-07867,False,200
454665,Badnawar,Dhar,Madhya Pradesh,rural,FDH-07868,MST-07868,OLT-07868,False,500
454749,Bagdi,Dhar,Madhya Pradesh,rural,FDH-07869,MST-07869,OLT-07869,False,50
454773,Dhar,Dhar,Madhya Pradesh,urban,FDH-07870,MST-07870,OLT-07870,True,100
454774,Dhar,Dhar,Madhya Pradesh,urban,FDH-07871,MST-07871,OLT-07871,True,1000
454775,Dhar,Dhar,Madhya Pradesh,urban,FDH-07872,MST-07872,OLT-07872,True,1000
455001,Dewas,Dewas,Madhya Pradesh,urban,FDH-07873,MST-07873,OLT-07873,False,500
455111,Dewas,Dewas,Madhya Pradesh,urban,FDH-07874,MST-07874,OLT-07874,True,100
455115,Bagli,Dewas,Madhya Pradesh,suburban,FDH-07875,MST-07875,OLT-07875,True,200
455116,Sonkutch,Dewas,Madhya Pradesh,rural,FDH-07876,MST-07876,OLT-07876,True,200
455118,Sonkutch,Dewas,Madhya Pradesh,rural,FDH-07877,MST-07877,OLT-07877,False,200
455221,Bagli,Dewas,Madhya Pradesh,rural,FDH-07878,MST-07878,OLT-07878,True,500
455223,Bagli,Dewas,Madhya Pradesh,suburban,FDH-07879,MST-07879,OLT-07879,True,1000
455225,Arlaoda,Dewas,Madhya Pradesh,rural,FDH-07880,MST-07880,OLT-07880,False,50
455227,Bagli,Dewas,Madhya Pradesh,rural,FDH-07881,MST-07881,OLT-07881,True,100
455332,Kannod,Dewas,Madhya Pradesh,urban,FDH-07882,MST-07882,OLT-07882,True,100
455336,Khategaon,Dewas,Madhya Pradesh,rural,FDH-07883,MST-07883,OLT-07883,False,200
455339,Khategaon,Dewas,Madhya Pradesh,suburban,FDH-07884,MST-07884,OLT-07884,False,200
455440,Kannod,Dewas,Madhya Pradesh,rural,FDH-07885,MST-07885,OLT-07885,False,50
455459,Kannod,Dewas,Madhya Pradesh,rural,FDH-07886,MST-07886,OLT-07886,False,50
456001,Ujjain,Ujjain,Madhya Pradesh,suburban,FDH-07887,MST-07887,OLT-07887,True,1000
456003,Ghatiya,Ujjain,Madhya Pradesh,rural,FDH-07888,MST-07888,OLT-07888,False,50
456006,Ghatiya,Ujjain,Madhya Pradesh,urban,FDH-07889,MST-07889,OLT-07889,True,500
456010,Ujjain,Ujjain,Madhya Pradesh,urban,FDH-07890,MST-07890,OLT-07890,True,200
456221,Nagda,Ujjain,Madhya Pradesh,rural,FDH-07891,MST-07891,OLT-07891,False,50
456222,Barnagar,Ujjain,Madhya Pradesh,rural,FDH-07892,MST-07892,OLT-07892,False,50
456224,Khacharod,Ujjain,Madhya Pradesh,rural,FDH-07893,MST-07893,OLT-07893,False,100
456313,Bhatpachlana,Ujjain,Madhya Pradesh,suburban,FDH-07894,MST-07894,OLT-07894,True,200
456331,Khachraud,Ujjain,Madhya Pradesh,rural,FDH-07895,MST-07895,OLT-07895,False,50
456335,Khachraud,Ujjain,Madhya Pradesh,rural,FDH-07896,MST-07896,OLT-07896,False,100
456337,Badnagar,Ujjain,Madhya Pradesh,rural,FDH-07897,MST-07897,OLT-07897,True,50
456440,Mahidpur,Ujjain,Madhya Pradesh,rural,FDH-07898,MST-07898,OLT-07898,False,200
456441,Mehidpur,Ujjain,Madhya Pradesh,urban,FDH-07899,MST-07899,OLT-07899,True,500
456443,Mahidpur,Ujjain,Madhya Pradesh,suburban,FDH-07900,MST-07900,OLT-07900,True,200
456550,Ghatiya,Ujjain,Madhya Pradesh,urban,FDH-07901,MST-07901,OLT-07901,True,500
456661,Ujjain,Ujjain,Madhya Pradesh,urban,FDH-07902,MST-07902,OLT-07902,False,500
456664,Ujjain,Ujjain,Madhya Pradesh,suburban,FDH-07903,MST-07903,OLT-07903,True,50
456665,Tarana,Ujjain,Madhya Pradesh,urban,FDH-07904,MST-07904,OLT-07904,True,200
456668,Tarana,Ujjain,Madhya Pradesh,rural,FDH-07905,MST-07905,OLT-07905,False,500
456770,Tarana,Ujjain,Madhya Pradesh,rural,FDH-07906,MST-07906,OLT-07906,False,100
456771,Badnagar,Ujjain,Madhya Pradesh,urban,FDH-07907,MST-07907,OLT-07907,True,200
456776,Badnagar,Ujjain,Madhya Pradesh,suburban,FDH-07908,MST-07908,OLT-07908,True,100
457001,Ratlam,Ratlam,Madhya Pradesh,urban,FDH-07909,MST-07909,OLT-07909,True,500
457111,Bangrod,Ratlam,Madhya Pradesh,rural,FDH-07910,MST-07910,OLT-07910,False,500
457114,Alot,Ratlam,Madhya Pradesh,rural,FDH-07911,MST-07911,OLT-07911,False,50
457118,Ratlam,Ratlam,Madhya Pradesh,suburban,FDH-07912,MST-07912,OLT-07912,True,100
457119,Alote,Ratlam,Madhya Pradesh,suburban,FDH-07913,MST-07913,OLT-07913,True,500
457222,Ratlam,Ratlam,Madhya Pradesh,urban,FDH-07914,MST-07914,OLT-07914,False,500
457226,Jaora,Ratlam,Madhya Pradesh,rural,FDH-07915,MST-07915,OLT-07915,True,200
457227,Barawada,Ratlam,Madhya Pradesh,rural,FDH-07916,MST-07916,OLT-07916,False,500
457331,Piploda,Ratlam,Madhya Pradesh,rural,FDH-07917,MST-07917,OLT-07917,False,200
457333,Piploda,Ratlam,Madhya Pradesh,rural,FDH-07918,MST-07918,OLT-07918,False,200
457336,Ratlam,Ratlam,Madhya Pradesh,suburban,FDH-07919,MST-07919,OLT-07919,False,50
457339,Piploda,Ratlam,Madhya Pradesh,rural,FDH-07920,MST-07920,OLT-07920,True,100
457340,Ratlam,Ratlam,Madhya Pradesh,urban,FDH-07921,MST-07921,OLT-07921,True,100
457441,Ratlam,Ratlam,Madhya Pradesh,urban,FDH-07922,MST-07922,OLT-07922,True,200
457550,Jhabua,Ratlam,Madhya Pradesh,rural,FDH-07923,MST-07923,OLT-07923,False,50
457551,Sarwan,Ratlam,Madhya Pradesh,rural,FDH-07924,MST-07924,OLT-07924,False,100
457555,Ratlam,Ratlam,Madhya Pradesh,urban,FDH-07925,MST-07925,OLT-07925,True,500
457661,Jhabua,Jhabua,Madhya Pradesh,urban,FDH-07926,MST-07926,OLT-07926,True,500
457769,Raoti,Ratlam,Madhya Pradesh,rural,FDH-07927,MST-07927,OLT-07927,False,50
457770,Jhabua,Jhabua,Madhya Pradesh,suburban,FDH-07928,MST-07928,OLT-07928,True,200
457772,Jhabua,Jhabua,Madhya Pradesh,urban,FDH-07929,MST-07929,OLT-07929,True,1000
457773,Jhabua,Jhabua,Madhya Pradesh,suburban,FDH-07930,MST-07930,OLT-07930,False,100
457775,Jhabua,Jhabua,Madhya Pradesh,urban,FDH-07931,MST-07931,OLT-07931,True,1000
457777,Thandla,Jhabua,Madhya Pradesh,rural,FDH-07932,MST-07932,OLT-07932,False,500
457779,Meghnagar,Jhabua,Madhya Pradesh,urban,FDH-07933,MST-07933,OLT-07933,True,500
457882,Jhabua,Alirajpur,Madhya Pradesh,rural,FDH-07934,MST-07934,OLT-07934,False,50
457885,Jhabua,Alirajpur,Madhya Pradesh,urban,FDH-07935,MST-07935,OLT-07935,True,500
457887,Jhabua,Alirajpur,Madhya Pradesh,urban,FDH-07936,MST-07936,OLT-07936,True,500
457888,Jhabua,Alirajpur,Madhya Pradesh,urban,FDH-07937,MST-07937,OLT-07937,True,500
457893,Amankua,Jhabua,Madhya Pradesh,rural,FDH-07938,MST-07938,OLT-07938,True,100
457990,Jhabua,Alirajpur,Madhya Pradesh,urban,FDH-07939,MST-07939,OLT-07939,True,200
457993,Ranapur,Jhabua,Madhya Pradesh,suburban,FDH-07940,MST-07940,OLT-07940,False,500
458001,Mandsaur,Mandsaur,Madhya Pradesh,urban,FDH-07941,MST-07941,OLT-07941,True,500
458002,Mandsaur,Mandsaur,Madhya Pradesh,suburban,FDH-07942,MST-07942,OLT-07942,True,500
458110,Manasa,Neemuch,Madhya Pradesh,suburban,FDH-07943,MST-07943,OLT-07943,True,200
458113,Manasa,Neemuch,Madhya Pradesh,rural,FDH-07944,MST-07944,OLT-07944,False,200
458116,Manasa,Neemuch,Madhya Pradesh,rural,FDH-07945,MST-07945,OLT-07945,False,50
458118,Manasa,Neemuch,Madhya Pradesh,rural,FDH-07946,MST-07946,OLT-07946,True,100
458220,Jawad,Neemuch,Madhya Pradesh,rural,FDH-07947,MST-07947,OLT-07947,False,50
458226,Jawad,Neemuch,Madhya Pradesh,rural,FDH-07948,MST-07948,OLT-07948,False,1000
458228,Jawad,Neemuch,Madhya Pradesh,rural,FDH-07949,MST-07949,OLT-07949,False,50
458330,Jawad,Neemuch,Madhya Pradesh,urban,FDH-07950,MST-07950,OLT-07950,True,500
458336,Neemuch,Neemuch,Madhya Pradesh,urban,FDH-07951,MST-07951,OLT-07951,True,200
458339,Malhargarh,Neemuch,Madhya Pradesh,suburban,FDH-07952,MST-07952,OLT-07952,False,500
458389,Sitamau,Mandsaur,Madhya Pradesh,rural,FDH-07953,MST-07953,OLT-07953,False,50
458441,Neemuch,Neemuch,Madhya Pradesh,suburban,FDH-07954,MST-07954,OLT-07954,True,50
458468,Jawad,Neemuch,Madhya Pradesh,suburban,FDH-07955,MST-07955,OLT-07955,True,1000
458470,Jawad,Neemuch,Madhya Pradesh,urban,FDH-07956,MST-07956,OLT-07956,True,500
458474,Athana,Neemuch,Madhya Pradesh,rural,FDH-07957,MST-07957,OLT-07957,False,100
458553,Malhargarh,Mandsaur,Madhya Pradesh,rural,FDH-07958,MST-07958,OLT-07958,False,200
458556,Malhargarh,Mandsaur,Madhya Pradesh,suburban,FDH-07959,MST-07959,OLT-07959,True,200
458558,Sitamau,Mandsaur,Madhya Pradesh,suburban,FDH-07960,MST-07960,OLT-07960,True,100
458660,Kayampur,Mandsaur,Madhya Pradesh,rural,FDH-07961,MST-07961,OLT-07961,False,100
458664,Malhargarh,Mandsaur,Madhya Pradesh,rural,FDH-07962,MST-07962,OLT-07962,True,50
458667,Mandsaur,Mandsaur,Madhya Pradesh,urban,FDH-07963,MST-07963,OLT-07963,True,200
458669,Mandsaur,Mandsaur,Madhya Pradesh,suburban,FDH-07964,MST-07964,OLT-07964,True,500
458771,Bhanpura,Mandsaur,Madhya Pradesh,rural,FDH-07965,MST-07965,OLT-07965,False,100
458775,Bhanpura,Mandsaur,Madhya Pradesh,rural,FDH-07966,MST-07966,OLT-07966,True,200
458778,Bhanpura,Mandsaur,Madhya Pradesh,rural,FDH-07967,MST-07967,OLT-07967,False,100
458880,Garoth,Mandsaur,Madhya Pradesh,rural,FDH-07968,MST-07968,OLT-07968,True,50
458883,Garoth,Mandsaur,Madhya Pradesh,rural,FDH-07969,MST-07969,OLT-07969,False,100
458888,Suwasara Mandi,Mandsaur,Madhya Pradesh,suburban,FDH-07970,MST-07970,OLT-07970,True,500
458895,Mandsaur,Mandsaur,Madhya Pradesh,urban,FDH-07971,MST-07971,OLT-07971,True,1000
458990,Sitamau,Mandsaur,Madhya Pradesh,rural,FDH-07972,MST-07972,OLT-07972,False,50
460001,Betul,Betul,Madhya Pradesh,suburban,FDH-07973,MST-07973,OLT-07973,True,100
460004,Betul,Betul,Madhya Pradesh,urban,FDH-07974,MST-07974,OLT-07974,True,1000
460110,Bhainsdehi,Betul,Madhya Pradesh,rural,FDH-07975,MST-07975,OLT-07975,False,50
460220,Bhainsdehi,Betul,Madhya Pradesh,rural,FDH-07976,MST-07976,OLT-07976,True,200
460225,Betul,Betul,Madhya Pradesh,urban,FDH-07977,MST-07977,OLT-07977,True,200
460330,Betul,Betul,Madhya Pradesh,suburban,FDH-07978,MST-07978,OLT-07978,True,50
460440,Shahpur,Betul,Madhya Pradesh,rural,FDH-07979,MST-07979,OLT-07979,False,50
460443,Shahpur,Betul,Madhya Pradesh,urban,FDH-07980,MST-07980,OLT-07980,False,500
460447,Betul,Betul,Madhya Pradesh,suburban,FDH-07981,MST-07981,OLT-07981,True,100
460449,Bhainsdehi,Betul,Madhya Pradesh,rural,FDH-07982,MST-07982,OLT-07982,True,100
460551,Amla,Betul,Madhya Pradesh,rural,FDH-07983,MST-07983,OLT-07983,False,50
460553,Amla,Betul,Madhya Pradesh,rural,FDH-07984,MST-07984,OLT-07984,False,200
460554,Amla,Betul,Madhya Pradesh,rural,FDH-07985,MST-07985,OLT-07985,True,50
460557,Multai,Betul,Madhya Pradesh,rural,FDH-07986,MST-07986,OLT-07986,False,500
460660,Barai,Betul,Madhya Pradesh,rural,FDH-07987,MST-07987,OLT-07987,False,50
460661,Multai,Betul,Madhya Pradesh,rural,FDH-07988,MST-07988,OLT-07988,False,100
460663,Multai,Betul,Madhya Pradesh,rural,FDH-07989,MST-07989,OLT-07989,False,200
460665,Multai,Betul,Madhya Pradesh,suburban,FDH-07990,MST-07990,OLT-07990,True,50
460666,Multai,Betul,Madhya Pradesh,rural,FDH-07991,MST-07991,OLT-07991,True,50
460668,Multai,Betul,Madhya Pradesh,rural,FDH-07992,MST-07992,OLT-07992,False,100
460669,Amraoti Ghat,Betul,Madhya Pradesh,rural,FDH-07993,MST-07993,OLT-07993,False,500
461001,Hoshangabad,Narmadapuram,Madhya Pradesh,rural,FDH-07994,MST-07994,OLT-07994,True,50
461005,Hoshangabad,Narmadapuram,Madhya Pradesh,rural,FDH-07995,MST-07995,OLT-07995,False,100
461110,Hoshangabad,Narmadapuram,Madhya Pradesh,urban,FDH-07996,MST-07996,OLT-07996,True,200
461111,Itarsi,Narmadapuram,Madhya Pradesh,rural,FDH-07997,MST-07997,OLT-07997,False,50
461114,Itarsi,Narmadapuram,Madhya Pradesh,rural,FDH-07998,MST-07998,OLT-07998,False,100
461115,Na,Narmadapuram,Madhya Pradesh,rural,FDH-07999,MST-07999,OLT-07999,False,200
461116,Na,Narmadapuram,Madhya Pradesh,suburban,FDH-08000,MST-08000,OLT-08000,True,100
461122,Itarsi,Narmadapuram,Madhya Pradesh,rural,FDH-08001,MST-08001,OLT-08001,False,50
461221,Na,Narmadapuram,Madhya Pradesh,rural,FDH-08002,MST-08002,OLT-08002,False,50
461222,Ofe Itarsi,Hoshangabad,Madhya Pradesh,suburban,FDH-08003,MST-08003,OLT-08003,True,200
461223,Na,Narmadapuram,Madhya Pradesh,suburban,FDH-08004,MST-08004,OLT-08004,True,200
461228,Na,Harda,Madhya Pradesh,rural,FDH-08005,MST-08005,OLT-08005,False,50
461251,Rahatgaon,Harda,Madhya Pradesh,rural,FDH-08006,MST-08006,OLT-08006,True,200
461331,Na,Harda,Madhya Pradesh,rural,FDH-08007,MST-08007,OLT-08007,False,50
461335,Sirali,Harda,Madhya Pradesh,rural,FDH-08008,MST-08008,OLT-08008,False,100
461441,Na,Harda,Madhya Pradesh,urban,FDH-08009,MST-08009,OLT-08009,True,1000
461444,Charuwa,Harda,Madhya Pradesh,rural,FDH-08010,MST-08010,OLT-08010,False,500
461446,Itarsi,Narmadapuram,Madhya Pradesh,rural,FDH-08011,MST-08011,OLT-08011,False,200
461551,Itarsi,Narmadapuram,Madhya Pradesh,suburban,FDH-08012,MST-08012,OLT-08012,False,50
461661,Na,Narmadapuram,Madhya Pradesh,rural,FDH-08013,MST-08013,OLT-08013,False,200
461668,Babai,Narmadapuram,Madhya Pradesh,rural,FDH-08014,MST-08014,OLT-08014,False,100
461771,Na,Narmadapuram,Madhya Pradesh,rural,FDH-08015,MST-08015,OLT-08015,False,50
461772,Shobhapur,Hoshangabad,Madhya Pradesh,suburban,FDH-08016,MST-08016,OLT-08016,False,200
461775,Na,Narmadapuram,Madhya Pradesh,suburban,FDH-08017,MST-08017,OLT-08017,True,100
461881,Pipariya,Narmadapuram,Madhya Pradesh,suburban,FDH-08018,MST-08018,OLT-08018,True,200
461990,Na,Narmadapuram,Madhya Pradesh,urban,FDH-08019,MST-08019,OLT-08019,False,1000
462001,Huzur,Bhopal,Madhya Pradesh,urban,FDH-08020,MST-08020,OLT-08020,False,500
462002,Huzur,Bhopal,Madhya Pradesh,urban,FDH-08021,MST-08021,OLT-08021,True,500
462003,Huzur,Bhopal,Madhya Pradesh,urban,FDH-08022,MST-08022,OLT-08022,True,200
462004,Huzur,Bhopal,Madhya Pradesh,urban,FDH-08023,MST-08023,OLT-08023,True,1000
462007,M.A.c.t.,Bhopal,Madhya Pradesh,urban,FDH-08024,MST-08024,OLT-08024,True,100
462008,Huzur,Bhopal,Madhya Pradesh,urban,FDH-08025,MST-08025,OLT-08025,True,200
462010,Bhopal,Bhopal,Madhya Pradesh,urban,FDH-08026,MST-08026,OLT-08026,True,1000
462011,Huzur,Bhopal,Madhya Pradesh,urban,FDH-08027,MST-08027,OLT-08027,True,500
462013,Regional College,Bhopal,Madhya Pradesh,urban,FDH-08028,MST-08028,OLT-08028,True,100
462016,Huzur,Bhopal,Madhya Pradesh,urban,FDH-08029,MST-08029,OLT-08029,True,100
